8100503,BATHURST                 ,NB  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
8100503,BATHURST                 ,NB  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1884,    19.2, , -9999.9,M,    26.2, ,    56.1, ,    81.8, ,    33.4, ,   141.4, ,    20.4, ,    38.0, ,    37.3, ,    73.0, ,   112.8, , -9999.9,M, -9999.9,M,   164.1, ,   195.2, ,   148.2, ,
1885,    75.7, ,   112.5, ,   104.1, ,    81.9, ,    39.3, ,    52.3, ,    89.7, ,   141.0, ,    84.0, ,   105.3, ,    95.8, ,   116.3, ,  1097.8, ,   301.0, ,   225.3, ,   282.9, ,   285.1, ,
1886,   226.3, ,   136.9, ,    68.9, ,    38.2, ,   168.3, ,    59.3, ,   173.2, ,   121.0, ,   141.0, ,    19.1, ,    56.1, ,   128.1, ,  1336.5, ,   479.5, ,   275.4, ,   353.5, ,   216.2, ,
1887,   126.0, ,   162.3, ,   155.8, ,    94.9, ,    36.5, ,    51.0, ,   110.6, ,    65.2, ,    37.2, ,    60.1, ,    91.0, ,   168.7, ,  1159.3, ,   416.4, ,   287.2, ,   226.7, ,   188.4, ,
1888,   107.1, ,    73.2, ,    54.5, ,    33.4, ,   100.7, ,    97.6, ,    91.0, ,   112.2, ,    82.9, ,    96.5, ,    66.2, ,   119.1, ,  1034.4, ,   349.0, ,   188.6, ,   300.9, ,   245.6, ,
1889,   101.9, ,    66.4, ,    45.6, ,    42.3, ,    41.4, ,   104.0, ,    60.2, ,    50.1, ,    82.0, ,    67.1, ,    79.3, ,   100.2, ,   840.6, ,   287.4, ,   129.3, ,   214.3, ,   228.4, ,
1890,   114.2, ,   153.0, ,   148.7, ,     9.2, ,    73.0, ,   103.1, ,    58.5, ,    93.4, ,    96.8, ,   110.4, ,    42.6, ,    21.7, ,  1024.6, ,   367.4, ,   230.9, ,   255.0, ,   249.9, ,
1891, -9999.9,M,   103.7, ,    58.2, ,    27.2, ,    38.1, ,     4.3, ,   198.9, ,   141.7, ,    48.2, ,   142.6, ,    20.1, ,    48.1, , -9999.9,M, -9999.9,M,   123.5, ,   344.9, ,   210.9, ,
1892,   165.7, ,    77.6, ,    95.5, ,    40.8, ,    60.4, ,    56.8, ,   101.1, ,   127.7, ,    41.2, ,    62.5, ,    95.8, ,    94.3, ,  1019.5, ,   291.4, ,   196.8, ,   285.6, ,   199.5, ,
1893,    81.3, ,    73.1, ,    25.9, ,    33.7, ,    65.2, ,    12.8, ,   141.1, ,   142.3, ,    67.3, ,   131.3, ,    16.1, ,   167.6, ,   957.8, ,   248.7, ,   124.8, ,   296.3, ,   214.8, ,
1894,    74.5, ,    35.5, ,    50.9, ,    67.4, ,    11.3, ,   107.4, ,    75.0, ,    77.5, ,    75.6, ,   108.8, ,    34.9, , -9999.9,M, -9999.9,M,   277.6, ,   129.6, ,   259.9, ,   219.3, ,
1895,    99.0, ,   121.9, ,    32.0, ,    44.8, ,    85.4, ,    66.5, ,    79.9, ,    57.4, , -9999.9,M,    55.6, ,   143.1, ,   103.5, , -9999.9,M, -9999.9,M,   162.2, ,   203.8, , -9999.9,M,
1896,    45.2, ,    61.9, , -9999.9,M, -9999.9,M,    12.3, , -9999.9,M,    76.2, ,    31.0, ,    76.1, ,    83.6, , -9999.9,M,    15.9, , -9999.9,M,   210.6, , -9999.9,M, -9999.9,M, -9999.9,M,
1897,   117.7, ,    33.5, , -9999.9,M,    31.3, ,    94.4, ,     8.4, ,    80.4, ,   112.9, , -9999.9,M,    26.9, ,    75.7, ,    64.1, , -9999.9,M,   167.1, , -9999.9,M,   201.7, , -9999.9,M,
1898,   118.9, , -9999.9,M,    36.4, ,    75.3, ,    15.8, ,    83.2, ,    31.7, ,    29.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   127.5, ,   144.4, , -9999.9,M,
1899, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
1900, -9999.9,M, -9999.9,M, -9999.9,M,    52.0, ,    65.0, ,   111.9, ,   218.6, ,    65.4, ,   110.2, ,   183.8, ,    90.2, ,    29.8, , -9999.9,M, -9999.9,M, -9999.9,M,   395.9, ,   384.2, ,
1901,    81.8, ,   132.6, ,    74.0, ,   126.5, ,    26.5, ,    31.6, ,    43.6, ,    39.6, ,    46.9, ,    52.5, ,    87.3, ,   124.1, ,   867.0, ,   244.1, ,   227.0, ,   114.7, ,   186.8, ,
